email_text,sentiment
Congratulations! You have been selected to win a free iPhone. Claim your prize here 	https://sacredexclusions.com,Suspicious/Scam
Instagram Coporation  Your account has been suspended due to suspicious activity. Click here to verify your identity http://instagramcorporation.blogspot.com/,Urgent/Threatening
"From Amy Angelini <alangeli@us.ibm.com>  Sent: June 2 2024 at 7:00 PM  Subject: AI Model Project  To: Chloe Coursey <chloepc2003@gmail.com>  Dear Chloe,    This email is to provide an up on my progress with data entry for the AI model project.    As of today, I have successfully completed the entry of [Number] data points into the system. This includes customer reviews, product descriptions, and financial records. I am currently working on the first portion of the project.    I am maintaining a high level of accuracy in my work by following the established data entry guidelines and conducting thorough quality checks. Additionally, I have identified 5 potential data inconsistencies which I have documented in a separate file (attached) for your review.    Please let me know if you have any questions or require further clarification on any of the entered data. I am also happy to discuss any upcoming data sets or revised entry procedures.    Thank you for your time.    Sincerely,  Amy Angelini",Neutral/Benign
"",Suspicious/Scam
"This email serves as a heads-up regarding the upcoming electrical panel upgrade scheduled for Building 12 on June 6 and expected to be completed by August 12.    The current electrical panel has reached the end of its lifespan and requires an upgrade to ensure continued safe and reliable power supply for the building.     What to Expect:    There will be brief power outages during the upgrade process. A detailed schedule of these outages will be circulated closer to the start .  The work will primarily take place in the designated electrical room and may cause minimal noise disruption.  For safety reasons, access to the electrical room will be restricted during the upgrade.  Preparation:    We encourage you to save any unsaved work and shut down electronic equipment before the scheduled power outages.  If you have any critical equipment that cannot tolerate power interruptions, please contact the Facilities Department at [Phone Number or Email Address] to discuss alternative arrangements.  We appreciate your understanding and cooperation as we complete this necessary upgrade.    Should you have any questions or concerns, please do not hesitate to contact the Facilities Department.    Sincerely,    The Facilities Department",Neutral/Benign
"Mia Thermopolis  Hello Dear,  I regret to inform you that as of 6/2 your account with us has expired. Please reach out if you want to renew your account with us  Best Wishes,  Cordelia Smith",Suspicious/Scam
"Megan Coursey <meganpc@comcast.net>  to:	Victoria Cetrone <VCetrone@olgchs.org>  :	May 4, 2024, 12:31 PM  Hello Ms. Cetrone,     Please do not tell Hayden I sent you this email. He doesn't like us contacting his teachers and we encourage him to be as independent as possible with contacting teachers himself. However, it is still our responsibility to ensure that his anxiety and ADHD are under the best control possible and that he is utilizing all tools available to cope with both conditions. Therefore, I am contacting you to be sure there isn't something he is missing. Unfortunately, his anxiety holds him back from reaching out to teachers in situations where he knows he messed up something big.       We all understand that the responsibility for this situation lies entirely on Hayden, and nothing in this email is intended to imply that any of it is on you. My goal is to figure out what Hayden did or didn't do to create this situation so I can provide him with as many tools as possible to avoid it in the future.     The problem is that Hayden had no idea there was going to be a History test yesterday (hence his poor grade). I asked how he was expected to know about the test. He said it was posted in the Google Classroom stream but he keeps forgetting to read that because almost all of the information is redundant. Instead he goes directly to his ""to do"" list in Google Classroom and accesses his assignments there. We had a long talk about the importance of reading the stream each day even if it seems like a waste of time to him since even one piece of critical information (like your test announcement), makes it worth reading daily.     His not reading the stream and going straight to the ""to do"" list is partly a function of his anxiety. He is very anxious to get his homework started each night and has a major anxiety spike if he has to do anything prior to starting on his work. This  plays a role in him skipping the feed and going straight to the ""to do"" list. Again - not making excuses for him, I just want you to understand in case you have any helpful ideas. I am hoping that this experience will make him feel the same urgency over missing information in the stream as he has over getting his homework completed. Additionally, we discussed how he could utilize his planner to help remember to check the stream.     So my question to you is whether there was any other way Hayden should have known about the test. Did he miss an announcement in class? Was it posted elsewhere that he should have seen? If the answer is simply that he needs to be better about checking the stream then I think we have done all we can on that for the time being.",Neutral/Benign
"Harbor Freight® <info@zlungo.zlungo.nicolegardner-insurance.com>  :May 7 2024 at 9:19 PM  To: kait7softball1@gmail.com  Subject: kait7softball1 - You are a winner of a 𝟏𝟕𝟎 𝐏𝐢𝐞𝐜𝐞 𝐒𝐭𝐚𝐧𝐥𝐞𝐲 𝐓𝐨𝐨𝐥 𝐒𝐞𝐭. 𝐈𝐃 #2476       Hurry up. The number of prizes to be won is limited! Confirm Now!    HARBOR FREIGHT    QUALITY TOOLS LOWEST PRICES            Claim your Brand New FREE    ANSWER & WIN: A Brand New    170 Piece Stanley Tool Set  Congratulations!    You have been chosen to participate in our Loyalty Program for FREE! It will take you only a minute to receive this fantastic prize.                  GET STARTED NOW           If you no longer wish to receive these emails, you may unsubscribe by clicking here  or by writing to 143 Exchange Blvd Ste 300, Hutto, TX, 78634  ",Urgent/Threatening
"Epson <fake-epson@info.com>  Sent: Tuesday May 7 2024 at 6:21 AM  Subject: Employment Advancement  To:   Dear Employees,  We understand that many of you are concerned about the issue of limited advancement opportunities. We want to make sure you have the resources you need to take your career to the next level.    That's why I am inviting you to join me for a special event to discuss the issue of limited advancement opportunities at Epson. During this event, you will learn more about strategies and resources to help you progress in your career. We will also offer incentives for those who take action on this issue.    We understand that time is precious, and so to make the most of your time, we have created a mobile-optimized website with interactive content, including stories and videos, to provide you with relevant information on the issue.    We encourage you to act now to take advantage of this opportunity. Click the link below to get started.    https://www.unlockyourFuture.com    Sincerely,  Epson Human Resources Operations",Neutral/Benign
" to:	Sean Cassidy <smcassid@ncsu.edu>  :	Apr 23, 2024, 2:54 PM  subject:	UHP GPA Requirement  Good Afternoon,    I wanted to reach out in regards to the UHP GPA Requirement of a 3.25. Last summer I had received an email that my GPA (which was at the time below a 3.0) was not high enough to stay in the honors program, and if I wanted to stay I needed to fill out a form. I did so and was allowed to stay in the program. As of right now my semester GPA is the highest it has ever been at a 3.7 (and last semester it was a 3.22) and has increased my cumulative GPA to a 3.17. This still is not within the program's requirements but as is evident by my semester GPA I have made huge strides to bring my GPA back up. I was curious that given my trajectory for maintaining a rising GPA (and ideally reaching a 3.25 by the end of fall '24 would be satisfactory to stay with the program or if I was still at risk of being removed. As it is very difficult to increase a GPA so drastically, I was hoping my obvious improvements would be enough.    Please keep me upd,   Best Wishes,  Chloe Coursey",Neutral/Benign
"Jamie Larsen <jlarsen@ncsu.edu>  to:	 :	Mar 6, 2024, 9:15 AM  subject:	Re: ACTIVITY 3.5: FORMULATING AN ARGUMENT  Hi Chloe, For Assignment 3A, I am not asking you to make up any background experience. Your ethos will simply be based on the correctness and professionalism of the overall formal proposal.    I am sending the following information each of your team members in response to this online activity:    Be sure to read all of the notes about each section that is required for Assignment 3A – Collaborative Instruction Proposal. The notes for the proposal body include information about writing step-by-step instructions. The following “must have” list should help you get started on writing instructions if you have not already started:    Introduction and informative title – Tell the user in one line, and in more detail what he/she will be accomplishing by using the instructions. Include all materials that are needed, as well as time required.    Step-by-step list – Use numbered lists with each step beginning with a very specific action verb followed by a description of the expected reaction or result, or a common problem that may occur if the action is done incorrectly    Format, fonts, and figures – Use an easy to follow format with varying fonts to give the users cues about what the information provides (e.g., bold for all actions, a different font for cautions, warning, and dangers, etc.). Use visuals with proper labels to illustrate complex steps, or ones that require an important outcome.    Cautions, Warnings, and Danger Notices – Use the legally correct level of warning. A lot of instructions do not meet that standard for what could happen if an action is taken by a user (e.g., Cautions are used if a wrong result can occur; Warnings are used if something can be broken; Dangers are used if physical harm can result.). Also, include appropriate warning notices in the steps where they apply.    Conclusion – Provide information that recaps what the final result should be, as well as information for additional information or support.    Take a moment to look at a quick some notes about Professional and Writing/Instructions, which have some good tips about instruction writing, as well as usability testing - https://en.wikibooks.org/wiki/Professional_and_Technical_Writing/Instructions    Have a great day.    Jamie",Neutral/Benign
" to:	Disability Resource Office Testing <dro-testing@ncsu.edu>  :	Dec 11, 2023, 11:06 AM  subject:	 CSC 246 Exam  Good Morning,    I wanted to reach out about my 8AM exam this morning that is to be rescheduled for Wednesday. The 2PM option works for me.      Secondly, I'd like to point out the following:   I understand there is nothing that could really be done, and my exam was likely going to be rescheduled regardless. But I think it was highly inconsiderate how it was handled. I know the office received notice from my professor before 8 AM this morning that my exam was not to be taken today; because when I arrived prior to 8AM, I was informed that my professor did not want me taking it today. As a DISABILITY resource office, I would like to think the office would understand the potential harm to one of their registered students for not informing them ASAP. Even if the office did not know until the first person arrived this morning, an email would have been much better. To give you a sense this is where I stand now:  I am a student with ADHD, I took my meds at 6AM so that they could be in effect by 8AM. This means, they will no longer be working around 6-7 PM this evening. I have an exam today at 3:30, so my priority from getting home this morning to 3:30 will be studying for that exam. When I get home around 4:30 or 5, I will have approximately an hour of study time (as my meds will not be working past 6). I have two exams the next day at 8AM and 2PM, so my focus will be my 8AM exam, leaving me with no prep for my 2PM exam. Then, I get home another day at 5:45, after a day of taking my meds at 6AM and will barely be able to study for my NOW Wednesday exam at 2PM. So now, I have almost 2 days to lose all knowledge for my exam. Of course this is a bit of an exaggeration, and since I have lived with ADHD for almost 21 years, I have mechanisms to try and study after my meds are worn off, but I still am not as productive.     I know there was not much you could do, but I want to bring attention to how highly inconsiderate it was to not inform me immediately after knowing the situation. And how ESPECIALLY inconsiderate it was to send me my location notice at 5:19 PM if you guys had already known (which I suspect/hope you did not). I do appreciate your time and effort to reschedule my exam. I just wanted to let you know so that maybe if this happens to another/with another student in the future it can be prevented.",Neutral/Benign
" to:	Hong Wang <hong_wang@ncsu.edu>  :	Dec 1, 2022, 3:59 PM  subject:	Physics 208 Final Exam  Good Afternoon Dr Wang,    I just wanted to reach out and figure out a time that works for you that I can take my final exam next Thursday!    Thanks,  Chloe Coursey",Neutral/Benign
"rom:	Chloe Coursey <chloepc2003@gmail.com>  to:	""Portugallo, Stefanie (USMS)"" <Stefanie.Portugallo@usdoj.gov>  :	Jun 20, 2022, 11:07 AM  subject:	Re: FW: SVIP Orientation  Good Morning Ms. Portugallo,    My name is Chloe Coursey and I’m an intern with the SVIP program. I have one question regarding the orientation, does it end around noon or 5pm? I was reading the emails again and I understand that there is a guest speaker until about 11:30 but I’m unclear if orientation ends after that or if it continues until 5.    Thank you for your time,  Chloe Coursey",Neutral/Benign
"Portugallo, Stefanie (USMS) <Stefanie.Portugallo@usdoj.gov>  to:	Ethan Greulach <e-greulach@onu.edu>,  Jonnel Lewis <jonnel.lewis30@gmail.com>,  ""chloepc2003@gmail.com"" <chloepc2003@gmail.com>,  ""Coil, Tiffany Renee"" <tcoil@liberty.edu>,  ""autumnteno@gmail.com"" <autumnteno@gmail.com>,  ""mjohnasen1@liberty.edu"" <mjohnasen1@liberty.edu>,  Chris Heyen <chris.heyen2000@gmail.com>,  ""juliakuhns00@gmail.com"" <juliakuhns00@gmail.com>,  ""ajsachatello@hotmail.com"" <ajsachatello@hotmail.com>,  Grant Bradt <grantcb01@gmail.com>,  Brooke Wood <brooke.wood@wagner.edu>,  ""john_carlino@student.uml.edu"" <john_carlino@student.uml.edu>,  Yorciana Lasprilla <ylasprilla31@gmail.com>,  ""Lasprilla, Yorciana (USMS)"" <Yorciana.Lasprilla@usdoj.gov>,  Daniel Mann <danielpatrickmann@gmail.com>,  ""dwalt3@gwu.edu"" <dwalt3@gwu.edu>,  ""Espinal, Angel (USMS)"" <Angel.Espinal@usdoj.gov>,  ""Adkins, Alex (USMS)"" <Alex.Adkins@usdoj.gov>,  ""Wolfe, Nathan (USMS)"" <Nathan.Wolfe@usdoj.gov>,  ""Hughes, Timothy (USMS)"" <Timothy.Hughes3@usdoj.gov>,  ""Hikmat, James (USMS)"" <James.Hikmat@usdoj.gov>,  ""Kirk, Kevin (USMS)"" <Kevin.Kirk2@usdoj.gov>,  ""Matos, Carmen (USMS)"" <Carmen.Matos@usdoj.gov>,  ""Snider, Donald (USMS)"" <Donald.Snider@usdoj.gov>,  ""Jablonski, Daniel (USMS)"" <Daniel.Jablonski@usdoj.gov>,  ""Bennett, Jason (USMS)"" <Jason.Bennett2@usdoj.gov>,  ""Truong, Katie (USMS)"" <Katie.Truong@usdoj.gov>,  ""Browne, Robert (USMS)"" <Robert.Browne@usdoj.gov>,  ""Lewis, Jonnel (USMS)"" <Jonnel.Lewis@usdoj.gov>  :	Jun 7, 2022, 10:46 AM  subject:	FW: SVIP Orientation  Good morning SVIP Supervisor’s and interns,     ****Please forward to your INTERNS’ USMS email if they have one.       The Human Resources Division (HRD) will be conducting a Student Volunteer Internship Program (SVIP) Orientation in the Robert Morey Conference Room on Tuesday, June 21, 2022 from 0900 to 1130.  HRD will be welcoming all the SVIPs to the United States Marshals Service, as well as discussing an overview of the program and what to expect.   Deputy Director, Jeffrey Tyler will be speaking and taking some questions at 0930 regarding USMS (Subject to shift).  Interns please be prepared to have an interactive conversation with the Deputy Director, you may be called on for some responses. 😊     Please ensure your intern is to be there promptly, at 0830.  Supervisors, you are more than welcome to attend, as well.  Should you have any questions related to the SVIP, feel free to contact me directly at (202) 868-0608.  I will be checking in with supervisors to ensure they have communicated these changes with their interns.     Looking forward to seeing everyone there!  Thank you.     Stefanie M. Portugallo     Good morning SVIP Supervisor’s and interns,     ****Please forward to your INTERNS’ USMS email if they have one.       The Human Resources Division (HRD) will be conducting a Student Volunteer Internship Program (SVIP) Orientation in the Robert Morey Conference Room on Tuesday, June 21, 2022 from 0900 to 1130.  HRD will be welcoming all the SVIPs to the United States Marshals Service, as well as discussing an overview of the program and what to expect.   Deputy Director, Jeffrey Tyler will be speaking and taking some questions at 0930 regarding USMS (Subject to shift).  Interns please be prepared to have an interactive conversation with the Deputy Director, you may be called on for some responses. 😊     Please ensure your intern is to be there promptly, at 0830.  Supervisors, you are more than welcome to attend, as well.  Should you have any questions related to the SVIP, feel free to contact me directly at (202) 868-0608.  I will be checking in with supervisors to ensure they have communicated these changes with their interns.     Looking forward to seeing everyone there!  Thank you.     Stefanie M. Portugallo   ",Neutral/Benign
"Jones, Karen E <Karen_E_Jones@mcpsmd.org>  to:	  :	Apr 11, 2022, 3:18 PM  subject:	Mr. Jones is retiring  Hi Alums, I am Mr. Jones wife - Karen, I teach at Quince Orchard - and you might have heard that Mr. Jones is retiring in June.  I am hoping to compile messages for him, from the alum and even current students, so the alumni office helped me gather some emails.  I am obviously very proud of all that he has built at Good Counsel, and he is so proud of you and all that you have gone on to accomplish.  He would love to hear from you about any memories or feelings you have about the program and your time with him!  IF you would be willing to send him a message - feel free to write me a note, that I will compile into some kind of memory book.  I am also hoping that you can help spread the word - feel free to forward this message to any students you know from the STEM classes who might want to send a message and if you have any pictures I would love those as well!    Thanks,   Karen",Neutral/Benign
"Chloe Coursey <chloepc2003@gmail.com>  to:	Jennifer Smith <jsmith@olgchs.org>  :	Feb 7, 2022, 2:13 PM  subject:	IMPORTANT- Scholarship Application  Good afternoon Ms. Smith,         I hope you are doing well! College has been going smoothly for me so far!         I am so sorry to ask on such short notice but I lost track of time and realized I need a recommendation letter for a scholarship application that is due on the 11th. I am REALLY sorry for the short notice but I am really hoping you could write it for me?         If not, I totally understand as it is so last minute. The scholarship is through Shady Grove fertility and as someone carried by a surrogate, I am eligible for the scholarship.         The recommendation letter requirements/outline are:    Please upload one letter of recommendation. The letter must be written by a teacher, coach, or guidance counselor that can speak to your character.    For those with confidential letters of recommendation, please have your teacher, counselor, etc email the letter to ali.williams@sgfertility.com.         Again, I am so sorry for the extremely short notice and hope you have been doing well this past school year! I miss talking with you and hope to visit either on my Spring break or before GC lets out for the summer!         Sincerely,    Chloe Coursey",Neutral/Benign
"Leslie Watts <ltwatts@ncsu.edu>  to:	chloepc2003@gmail.com,   :	Jun 2, 2021, 9:28 AM  subject:	Fwd: DRO Reach-out  Good morning Courtney,  I tried calling the number listed below but the voicemail box was full so I was unable to leave a message.   I will address each of your concerns below, but If you prefer to call and discuss/review, my number is 919.513.3970.    1. I have attached a document that you can complete and return to disability@ncsu.edu that will add your mom to the list of people on your FERPA so we may discuss your eligibility status with her. When you completed the intake on May 7, you only listed Melvin Coursey beside Parent Name(s).  2. On May 19th, the DRO emailed you your Eligibility Summary and listed the required next steps for you to receive accommodations at NCSU. Please review your email for this important information. As stated in that email, I am available to meet if you have additional questions.  3. The DRO does not manage course waitlists, I suggest you keep checking to see if a space opens up in the section you are hoping to enroll in or perhaps try to rearrange a few other courses if taking Calculus I is a priority. It may also be helpful to connect with your Academic Advisor to discuss other possible options.  4. If you would like to change your preferred email at NCSU, click here for instructions.     Please let me know if you have additional questions,  Leslie",Neutral/Benign
"Chloe Coursey <chloepc2003@gmail.com>  : Tue, May 30, 2017 at 11:13 AM  Subject: Children's Message  To: Sarah Selvaraj <selvarajsarah@gmail.com>  Hey Sarah!    This is the Children’s Message I planned out with Ian. Tell me if you have any changes or just flat out don’t like it. Basically we will be comparing David and Goliath to  the Apostles. If you are already confused, just read the attachment below, hopefully it will explain what I mean better than I can right now. Also, I have a concussion and am still trying to figure out if I can participate in the Children’s Message. I think I will be able to, but just in case you should figure out if you want to do something else if I am not there. Also, I totally do not care if you don’t want to do this. Please don’t feel obliged to say yes (or no). Finally, feel free to respond to me over text 😂.    Sincerely,    Chloe",Neutral/Benign
"Chloe Coursey <chloepc2003@gmail.com>  : Sun, Mar 20, 2016 at 4:44 PM  Subject: Your invited to my place!  To: Tynesha Williams <glodee1559@gmail.com>  Hello Ty,    I was wondering if you would like to come over for 4 hours on one of the following days over spring break:  1. Friday the 25th (That is this coming Friday)  2. Tuesday the 29th (Not this coming  Tuesday but the one after)  3. Wednesday the 30th (Again, not this Wednesday but the one after)    I sort of have a busy spring break, so I thought we could talk about what times you could come over after we figured out a day you could come over.     If you cannot come over that's fine.  See you tomorrow!    From,  Chloe Coursey",Neutral/Benign
"Special oil <infozqnm@marinlaser.gb.net>  : May 27, 2024 at 10:11:35 AM EDT  To: meganpc@comcast.net  Subject: Revolutionize  Your  Wellness    ﻿   Dear meganpc,    Revolutionize Your Wellness  CLICK HERE!",Suspicious/Scam
"Rana Mehmood <r.mehmood@8msolar.com>  To: Erin Coursey <ecoursey2013@gmail.com>  Hello Erin,    I hope this email finds you well. I just wanted to give you a heads-up that our distributor will be dropping off the inventory for your system at your residence on March 28th. You do not have to be on-site nor do you have to receive it. This is just to keep you in the loop.    The distributor usually leaves the inventory in the driveway but as out of the way as possible. There will be 1-2 pallets of panels and a few boxes with the other equipment needed. All equipment is expected to take no more than 1 car space.    We will also have someone from 8MSolar come to your residence the day before the installation to count and verify all of the inventory delivered on-site.    Please let me know if you have any questions or concerns.    Thanks,    Rana",Neutral/Benign
"Jonathon Xdften <r.mehmood@8msolar.com>  To: Erin Coursey <ecoursey2013@gmail.com>  Hello Erin,    I hope this email finds you well. I just wanted to give you a heads-up that our distributor will be dropping off the inventory for your system at your residence on March 28th. You do not have to be on-site nor do you have to receive it. This is just to keep you in the loop.    The distributor usually leaves the inventory in the driveway but as out of the way as possible. There will be 1-2 pallets of panels and a few boxes with the other equipment needed. All equipment is expected to take no more than 1 car space.    We will also have someone from 8MSolar come to your residence the day before the installation to count and verify all of the inventory delivered on-site.    Please let me know if you have any questions or concerns.    Thanks,    Rana",Neutral/Benign
"Terrie Noland, Ph.D. <Spotlightdyslexia@learningally.org>  : Thu, May 30, 2024 at 11:54 AM  Subject: [Dyslexia Conference] One week left to get your free ticket!  To: <jkuethe03@gmail.com>  SPOD24 Email Header Week7.png    Dear Justin,    Spotlight on Dyslexia, Learning Ally’s highly anticipated virtual conference, is just one week away! When we go live on June 5th and 6th, Spotlight on Dyslexia will bring together a community of educators, school leadership, experts, and thought leaders, all dedicated to enhancing your understanding of dyslexia and improving student support and outcomes.    With just one week to go, here's why you don't want to miss out:    Engaging Speakers: This year’s conference features an exceptional lineup, including keynote presentations from Dr. Pamela Snow and Dr. Jason Yeatman.  Professional Learning: You'll gain valuable strategies, resources, and best practices to enhance your ability to support students with dyslexia, as well as the opportunity to earn 35+ hours of CE certificates.  Networking: Expand your professional network and engage in meaningful discussions during our interactive networking sessions.  Inspiration: Join us for a dyslexia simulation; this unique experience will immerse you in the educational journey of students with reading difficulties. It's an opportunity to explore their obstacles in a safe and supportive environment, free from judgment, and alongside peers who share your background and knowledge.  Use discount code SPOD24TRIUMPH to get $20 off a full-access Gold Ticket or register for a FREE limited-access Silver Ticket. Don't miss this unique opportunity to enhance your knowledge and skills!    Sincerely,  TNoland_Signature.png  Terrie Noland, Ph.D., CALP  Vice-President, Educator Initiatives  Learning Ally    Register Today!  About Learning Ally  LEARNING ALLY is a leading nonprofit education solutions organization dedicated to equipping educators with proven solutions that help new and struggling learners reach their potential. Our range of literacy-focused offerings for students Pre-K to 12th grade, including our award-winning reading resource, the Learning Ally Audiobook Solution®, our new early literacy solution, Excite Reading®, and catalog of professional learning allow us to support more than 2.5 million students and over 615,000 educators across the US. For more information, visit LearningAlly.org.    ©2024 Learning Ally. Up your preferences or unsubscribe.  ",Neutral/Benign
"First Premier Home Warranty <infojrpz@marinkarting.gb.net>  : May 27, 2024 at 7:16:01 PM EDT  To: meganpc@comcast.net  Subject: Free  Home  Protection  -  Act  Now  Dear meganpc,    Free Home Protection - Act Now  CLICK HERE!    ",Suspicious/Scam
"  jpadrogratacos <laxakzlejbhjxtoqbzuudjum@ybpwiu.us>  : May 13, 2024 at 07:15:23 EDT  To: jpadrogratacos@gmail.com  Subject: 𝗬𝗼𝘂 𝗿𝗲𝗰𝗲𝗶𝘃𝗲𝗱 𝗮 𝗱𝗶𝗿𝗲𝗰𝘁 𝗱𝗲𝗽𝗼𝘀𝗶𝘁𝗲𝗱 💲１９５９９．９９__________#CRkYtdJnuV      DuckyLuck Casino    Hello jpadrogratacos,  (1) FINAL MESSAGE: Best Mobile Casino: 80 Free Spins!, You could win the Millionaire's Life!.  DuckyLuck Casino    Confirm Your Info        YOUR ACCOUNT INFORMATION:  Name: jpadrogratacos  Email: jpadrogratacos@gmail.com  Payout Verification : $2500 PAYOUT  Coupon Code : jUro",Suspicious/Scam
"hosen8627@gmail.com  : April 26, 2024 at 9:34:52 AM EDT  Cc: hosen8627@gmail.com  Subject: 💖Why by alone and bored  when a fun pretty girl like me is online on the dating website  searching  for a man like you.🤗  My name is Jean.💋 I'm the type of woman you can be dating if we have chemistry. I'm stunning and ready for a guy.💕💖 💜I'm here searching for you❤ .  http://gg.gg/1aeefh",Suspicious/Scam
"N-e-t-f-l-i-x  Subject: Payment Confirmation  To: Sam <ssam@yahoo.com>  Hello Sam, Please confirm your payment: http://sanugondavijaykumar.github.io/",Suspicious/Scam
"Samson Reddy <samsonreddy5907@gmail.com>  : November 4, 2022 at 9:45:33 AM EDT  To: undisclosed-recipients:;  Subject: ORDER RENEWAL BILL @5346-BFGHN-7568    ﻿   #CDFV-6457-NGHB",Suspicious/Scam
"Gabriella Finley  Subject: Employee Survey  To: chloepc2003@gmail.com  Good day,  Please, answer the questions Employee Survey – it won`t take long. Waiting for you to go through this survey ASAP.    You can find the survey here: hxxps://docs.google.com/document/d/e/2PACX-1vSjKdTddXL-psR2rYotGSJuwOeBHUKkulbrhy78PHX6VtdJWFurH9mEmeV8PLVm1t4P5W0msKzpCg3N/pub    HR Department Analyst  Uc Regents;",Urgent/Threatening
